a,N,phi,dphi_dN,Delta_phi,H,rho_r,rho_m,rho_phi,rho_tot,p_phi,p_tot,w_eff,w_phi
0.8104990965200596,-0.21010505252626313,2.99562238480501,0.043641176553040256,5.99124476961002,1.1435261169524615,0.0002085606487915576,0.6573708455035356,0.6500725740000476,1.3076519801523747,-0.648168021709114,-0.6480985014928502,-0.49562002071631495,-0.9970702466661309
0.8076658940789645,-0.21360680340170085,2.9954681141250328,0.04446997721542446,5.9909362282500656,1.1465625946779212,0.00021150251378776932,0.6643130934935725,0.6500811875072068,1.314605783514567,-0.6481036086336665,-0.6480331077957372,-0.49294862073650414,-0.9969579509274472
0.8048425954565247,-0.21710855427713857,2.9953109352217666,0.045302187778158386,5.990621870443533,1.1496230918834778,0.00021448587544073812,0.6713286559718998,0.6500901115443865,1.321633253391727,-0.6480378233268989,-0.6479663280350852,-0.4902769557077954,-0.9968430711665309
0.8020291660326854,-0.2206103051525763,2.9951508361504255,0.04613781244604648,5.990301672300851,1.1527077560631829,0.00021751131908409566,0.6784183071854476,0.6500993523836868,1.3287351708882185,-0.6479706546463803,-0.6478981508733522,-0.48760517902167994,-0.9967255808985176
0.7992255713084103,-0.224112056028014,2.994987804952282,0.04697685544338185,5.989975609904564,1.155816735185124,0.000220579438307933,0.6855828295576787,0.6501089163380125,1.335912325333999,-0.6479020913906641,-0.6478285649112282,-0.4849334440785707,-0.9966054534988089
0.7964317769052595,-0.22761380690345173,2.9948218297129485,0.04781931962047921,5.989643659425897,1.1589501776673385,0.00022369083507526222,0.692823013774937,0.6501188097051435,1.3431655143151557,-0.6478321223761779,-0.6477575587644862,-0.4822619043303538,-0.9964826624075026
0.7936477485649664,-0.23111555777888945,2.9946528982836753,0.048665213116918404,5.989305796567351,1.1621082324935894,0.0002268461198401221,0.7001396588737113,0.6501290390358229,1.3504955440293744,-0.6477607360681078,-0.6476851206948278,-0.4795907128744588,-0.9963571801511476
0.7908734521490195,-0.23461730865432717,2.994480998737547,0.04951453845481786,5.988961997475094,1.1652910490256287,0.00023004591166734772,0.7075335723288143,0.6501396106987687,1.3579032289392503,-0.647687921180375,-0.6476112392098192,-0.4769200230238144,-0.9962289799328506
0.7881088536382419,-0.2381190595297649,2.994306119045775,0.050367300278023004,5.98861223809155,1.1684987771362891,0.00023329083835403144,0.7150055701425003,0.6501505311881489,1.3653893921690032,-0.6476136662508524,-0.6475359026380677,-0.4742499878437007,-0.9960980345080078
0.7853539191323756,-0.2416208104052026,2.9941282471653934,0.051223503255425726,5.988256494330787,1.1717315671740791,0.00023658153655269567,0.722556476934518,0.6501618070411525,1.3729548655122232,-0.6475379597553937,-0.6474590992432095,-0.47158076023253315,-0.9959643164865379
0.7826086148496653,-0.24512256128064033,2.993947371039152,0.05208315208360074,5.987894742078304,1.1749895699636295,0.00023991865189620397,0.7301871260331168,0.6501734448383022,1.380600489523315,-0.6474607901073387,-0.6473808172233733,-0.4689124928869877,-0.9958277983321233
0.7798729071264435,-0.24862431215607805,2.993763478595404,0.052946251489442,5.987526957190808,1.178272936806207,0.00024330283912443398,0.7378983595670155,0.6501854512037839,1.388327113609924,-0.6473821456570006,-0.6473010447106258,-0.4662453382672298,-0.9956884523614099
0.7771467624167191,-0.25212606303151575,2.9935765577479962,0.05381280623279911,5.9871531154959925,1.1815818194802852,0.0002467347622127366,0.7456910285583394,0.6501978328057894,1.3961355961263413,-0.6473020146911406,-0.647219769770403,-0.46357944856226824,-0.9955462507431738
0.7744301472917648,-0.2556278139069535,2.993386596396158,0.054682821109113704,5.986773192792316,1.184916370242186,0.00025021509450220747,0.7535659930165399,0.6502105963568753,1.4040268044679174,-0.647220385432424,-0.6471369804009233,-0.46091497565544565,-0.9954011654974474
0.7717230284397077,-0.2591295647823912,2.993193582424392,0.0555563009520558,5.986387164848784,1.188276741826784,0.0002537445188317969,0.7615241220333083,0.6502237486143377,1.4120016151664778,-0.6471372460388624,-0.6470526645325851,-0.4582520710900861,-0.9952531684946099
0.7690253726651209,-0.26263131565782893,2.992997503678036,0.056433250949178344,5.985995007356072,1.1916630874538383,0.0002573237276722811,0.769566293878488,0.6502372963938541,1.4200609140000142,-0.6470525845811612,-0.6469668100052705,-0.45559088601551634,-0.9951022314002058
0.7663371468886164,-0.2661330665332666,2.992798347961243,0.05731367666911386,5.985596695922486,1.195075560829769,0.0002609534232621254,0.7776933960970015,0.650251246572323,1.4282055960925866,-0.6469663890389913,-0.6468794045645706,-0.45293157115079336,-0.9949483256654297
0.7636583181464391,-0.2696348174087044,2.9925961030936183,0.058197583334073696,5.985192206187237,1.198514316135663,0.0002646343177452631,0.7859063256068033,0.6502656060575875,1.436436565982136,-0.646878647351661,-0.6467904359124126,-0.4502742767970279,-0.9947914226519515
0.7609888535900631,-0.27313656828414207,2.9923907568778993,0.05908497623690387,5.984781513755799,1.2019795080353797,0.00026836713331081723,0.7942059887978625,0.6502803818058003,1.4447547377369736,-0.6467893473888848,-0.6466998916777812,-0.4476191527779692,-0.9946314935609452
0.7583287204857887,-0.2766383191595798,2.9921822970992036,0.05997586075200652,5.984364594198407,1.2054712916767834,0.0002721526023347931,0.8025933016321941,0.6502955808223638,1.4531610350568926,-0.6466984769494197,-0.6466077594153081,-0.4449663484061096,-0.9944685094301345
0.7556778862143408,-0.2801400700350175,2.9919707115248126,0.06087024233930009,5.983941423049625,1.2089898226929277,0.0002759914675237716,0.8110691897449462,0.650311210162607,1.4616563913750769,-0.6466060237601619,-0.6465140266043206,-0.44231601244948004,-0.9943024411319641
0.7530363182704695,-0.28364182091045526,2.9917559879039612,0.06176812654817978,5.9835119758079225,1.212535257203312,0.00027988448206062595,0.8196345885465539,0.6503272769324872,1.4702417499611018,-0.6465119754752152,-0.6464186806478617,-0.43966829309871247,-0.9941332593716994
0.7504039842625508,-0.28714357178589295,2.9915381139676236,0.06266951902147767,5.983076227935247,1.2161077518152092,0.0002838324097522966,0.8282904433259719,0.6503437882893187,1.4789180640250428,-0.6464163196749354,-0.6463217088716846,-0.4370233379343863,-0.993960934685462
0.7477808519121898,-0.2906453226613307,2.991317077428299,0.06357442549942326,5.982634154856598,1.219707463625072,0.00028783602517964995,0.837037709355,0.6503607514425269,1.4876862968227065,-0.6463190438649451,-0.6462230985232186,-0.43438129389467084,-0.9937854374381955
0.7451668890538248,-0.2941470735367684,2.9910928659797995,0.06448285182360355,5.982185731959599,1.2233345502200053,0.00029189611384945003,0.8458773519937055,0.6503781736544276,1.4965474217619827,-0.6462201354751229,-0.6461228367705064,-0.43174230724328394,-0.9936067378215646
0.7425620636343331,-0.29764882441220614,2.9908654672970383,0.06539480394092352,5.981730934594077,1.2269891696793203,0.0002960134723484742,0.8548103467969629,0.6503960622410367,1.505502422510348,-0.646119581858565,-0.6460209107011156,-0.4291065235377761,-0.9934248058517813
0.7399663437126375,-0.30115057528764383,2.9906348690358135,0.06631028790756634,5.981269738071627,1.230671480576161,0.000300188908499804,0.8638376796221178,0.6504144245729023,1.5145522931035198,-0.646017370290518,-0.645917307321018,-0.4264740875981557,-0.9932396113673652
0.737379697459315,-0.3046523261630815,2.9904010588325973,0.06722930989295371,5.980802117665195,1.2343816419792037,0.0003044232415213186,0.8729603467377871,0.6504332680759669,1.5236980380552754,-0.6459134879672842,-0.6458120135534438,-0.4238451434758726,-0.9930511240268313
0.7348020931562065,-0.30815407703851927,2.990164024289907,0.06815187620314891,5.980328048579814,1.238119813453914,0.0003087173021864248,0.882179354933808,0.6504526002311605,1.5329406724671548,-0.6458079220011511,-0.6457050162337556,-0.4212198344209506,-0.9928593133022164
0.7322334991960274,-0.31165582791395696,2.9899237529349065,0.06907799334036771,5.979847505869813,1.2418861550629683,0.00031307193298705523,0.8914957216323498,0.6504724285717461,1.542281222137083,-0.6457006594078142,-0.6455963020968185,-0.4185983028453392,-0.99266414846451
0.729673884081981,-0.3151575787893947,2.989680232314422,0.0700076678784954,5.979360464628844,1.2456808273716982,0.00031748798829896326,0.9009104750001963,0.6504927606929432,1.5517207236814383,-0.6455916871311573,-0.6454858578017243,-0.4159806903076715,-0.9924655986077925
0.7271232164273709,-0.3186593296648324,2.9894334499583564,0.07094090651610392,5.978866899916713,1.2495039914487227,0.00032196633454935244,0.9104246540622181,0.6505136042495225,1.5612602246462899,-0.645480992032196,-0.6453736699206796,-0.4133671374782456,-0.9922636326366572
0.7245814649552174,-0.32216108054027015,2.9891833933732492,0.07187771608881313,5.9783667867464985,1.2533558088678118,0.0003265078503868678,0.9200393088160383,0.650534966956262,1.5709007836226871,-0.645368560886118,-0.645259724935989,-0.41075778410902697,-0.9920582192617307
0.7220485984978732,-0.32566283141570784,2.9889300500419314,0.07281810357342908,5.977860100083863,1.2572364417100523,0.0003311134268539869,0.9297555003479138,0.650556856588986,1.5806434703637537,-0.6452543803809553,-0.6451440092386707,-0.4081527690050202,-0.9918493269968243
0.7195245859966417,-0.3291645822911456,2.988673407423178,0.07376207609208249,5.977346814846356,1.2611460525660914,0.00033578396756184107,0.9395743009498356,0.6505792809856368,1.5904893659030344,-0.6451384371162225,-0.6450265091270353,-0.4055522299960853,-0.9916369241560056
0.7170093965013957,-0.3326663331665833,2.9884134529513675,0.07470964091636717,5.976826905902735,1.2650848045384613,0.00034052038886750425,0.9494967942378714,0.650602248047378,1.6004395626741168,-0.6450207176015254,-0.6449072108052362,-0.402956303909211,-0.9914209788505892
0.7145029991701982,-0.33616808404202103,2.98815017403613,0.07566080547147852,5.97630034807226,1.2690528612439809,0.00034532362005378097,0.959524075271753,0.6506257657397277,1.6104951646315344,-0.6449012082551348,-0.6447861003817835,-0.40036512654125495,-0.9912014589860509
0.712005363268924,-0.3396698349174587,2.987883558062008,0.0766155773403518,5.975767116124016,1.2730503868162348,0.00035019460351153124,0.9696572506757289,0.6506498420937248,1.6206572873729652,-0.6447798954025294,-0.6446631638680256,-0.39777883263216274,-0.9909783322588591
0.709516458170883,-0.34317158579289647,2.9876135923881075,0.07757396426780076,5.975227184776215,1.2770775459081352,0.0003551342949245672,0.9798974387606938,0.6506744852071269,1.6309270582627453,-0.6446567652749049,-0.6445383871765967,-0.39519755583867466,-0.9907515661532258
0.7070362533564448,-0.34667333666833416,2.9873402643477553,0.07853597416465591,5.974680528695511,1.2811345036945578,0.0003601436634571569,0.9902457696476044,0.6506997032456397,1.6413056165567013,-0.6445318040076483,-0.6444117561198293,-0.3926214287085315,-0.9905211279377777
0.7045647184126639,-0.3501750875437719,2.987063561248151,0.07950161511190304,5.974127122496302,1.2852214258750632,0.0003652236919441749,1.000703385392204,0.650725504444182,1.6517941135283303,-0.6444049976387809,-0.6442832564081329,-0.3900505826551867,-0.9902869846621429
0.7021018230329072,-0.3536768384192096,2.9867834703676284,0.08047089532058366,5.973566940735257,1.289338478675141,0.00037037537708393286,1.0112714401110598,0.6507518971041835,1.6623937125923272,-0.6442763321104872,-0.6441528736514592,-0.38748514793584665,-0.9900491031643361
0.6996475370164823,-0.35717858929464735,2.986499978923681,0.0814438225521716,5.972999957847362,1.2934858288284208,0.0003755997296337323,1.0219511001089345,0.6507788895413784,1.6731055893799467,-0.6441457933094688,-0.6440205933995908,-0.3849252536645132,-0.9898074502131067
0.6972018302682673,-0.36068034017008505,2.9862130741201702,0.08242040500039827,5.9724261482403405,1.2976636436100166,0.0003808977746081723,1.0327435440074964,0.6508064901651195,1.683930931947224,-0.6440133670046898,-0.6438864010798204,-0.3823710277328645,-0.9895619922925075
0.6947646727983415,-0.3641820910455228,2.985922743141283,0.08340065119030476,5.971845486282566,1.3018720908361368,0.00038627055148025906,1.0436499628754,0.6508347074711741,1.6948709408980545,-0.6438790388522072,-0.6437502820017138,-0.3798225967934835,-0.9893126956212995
0.6923360347216176,-0.3676838419209605,2.9856289731416776,0.08438456980681333,5.971257946283355,1.3061113388610546,0.0003917191143853491,1.0546715603597303,0.6508635500273006,1.7059268295014163,-0.6437427944058196,-0.6436122213676911,-0.37728008624836323,-0.9890595261922683
0.6899158862574758,-0.37118559279639823,2.9853317512460613,0.08537216969747288,5.970663502492123,1.3103815565802148,0.00039724453232796897,1.065809552818839,0.6508930264744196,1.7170998238255866,-0.6436046191155654,-0.6434722042714561,-0.3747436202269487,-0.9888024497691548
